<<<<<<< Updated upstream
=======
01/12/22 12:54 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 13:18 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:18 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 13:18 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:18 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 13:18 [http-nio-8080-exec-6]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:18 [http-nio-8080-exec-6]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:18 [http-nio-8080-exec-7]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:18 [http-nio-8080-exec-7]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:18 [http-nio-8080-exec-9]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:18 [http-nio-8080-exec-9]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:18 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:18 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:22 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:22 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 13:22 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:22 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 13:22 [http-nio-8080-exec-6]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:22 [http-nio-8080-exec-6]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:22 [http-nio-8080-exec-7]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:22 [http-nio-8080-exec-7]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:23 [http-nio-8080-exec-9]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:23 [http-nio-8080-exec-9]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:24 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:24 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:24 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:24 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:28 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:28 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 13:28 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:28 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 13:29 [http-nio-8080-exec-8]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:29 [http-nio-8080-exec-8]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:29 [http-nio-8080-exec-9]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:29 [http-nio-8080-exec-9]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:29 [http-nio-8080-exec-10]  INFO com.dh.consultorioOdontologico.service.ConsultaService:37 - 1
01/12/22 13:29 [http-nio-8080-exec-10]  INFO com.dh.consultorioOdontologico.service.ConsultaService:39 - 2
01/12/22 13:32 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:32 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 13:32 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:32 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 13:34 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:34 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 13:34 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:34 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 13:37 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:37 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 13:37 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:37 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 13:42 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:42 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 13:42 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 13:42 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
>>>>>>> Stashed changes
01/12/22 15:32 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:32 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 15:32 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:32 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 15:32 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:32 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:32 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:32 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:38 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:38 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 15:38 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:38 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 15:38 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:38 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:38 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:38 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:41 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:41 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 15:41 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:41 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 15:41 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:41 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:41 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:41 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:43 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:43 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 15:43 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:43 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 15:43 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:43 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:43 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:43 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:43 [http-nio-8080-exec-6]  WARN com.dh.consultorioOdontologico.service.ConsultaService:54 - java.lang.IllegalArgumentException: Unrecognized field "rgPaciente" (class com.dh.consultorioOdontologico.entity.Consulta), not marked as ignorable (4 known properties: "idDentista", "id", "idPaciente", "dataConsulta"])
 at [Source: UNKNOWN; byte offset: #UNKNOWN] (through reference chain: com.dh.consultorioOdontologico.entity.Consulta["rgPaciente"])
01/12/22 15:44 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:44 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 15:44 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:44 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 15:44 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:44 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:44 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:44 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:45 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:45 [http-nio-8080-exec-1]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 15:46 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:46 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 15:46 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:46 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:46 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:46 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:46 [http-nio-8080-exec-6]  WARN com.dh.consultorioOdontologico.service.ConsultaService:54 - javax.validation.UnexpectedTypeException: HV000030: No validator could be found for constraint 'javax.validation.constraints.NotBlank' validating type 'java.lang.Long'. Check configuration for 'idPaciente'
01/12/22 15:47 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:47 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 15:47 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:47 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 15:47 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:47 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:47 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:47 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:47 [http-nio-8080-exec-6]  WARN com.dh.consultorioOdontologico.service.ConsultaService:54 - javax.validation.UnexpectedTypeException: HV000030: No validator could be found for constraint 'javax.validation.constraints.NotBlank' validating type 'java.lang.Long'. Check configuration for 'idPaciente'
01/12/22 15:48 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:48 [http-nio-8080-exec-2]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Felipe salvo com sucesso.
01/12/22 15:48 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:47 - Iniciando operação para salvar o paciente.
01/12/22 15:48 [http-nio-8080-exec-3]  INFO com.dh.consultorioOdontologico.service.PacienteService:52 - Paciente Joana salvo com sucesso.
01/12/22 15:48 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:48 [http-nio-8080-exec-4]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
01/12/22 15:48 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:39 - Cadastrando novo Dentista...
01/12/22 15:48 [http-nio-8080-exec-5]  INFO com.dh.consultorioOdontologico.service.DentistaService:41 - Novo Dentista cadastrado
